Superkingdom	Kingdom	Phylum	Class	Order	Family	Genus	Species	Strain	Organism.Name	SetID	No of files in set	TaxID	Size.Mb.	Actual.Size	GC.	Scaffolds	Assembly.Accession
Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas somerae	KA00683	Porphyromonas somerae	SET_878	2	322095	2.35538	2355383	55.5	62	GCA_001553215.1
Bacteria	Pseudomonadati	Thermodesulfobacteriota					Thermodesulfobacteriota bacterium	CTOTU18753	Thermodesulfobacteriota bacterium	SET_879	2	2202153	2.66106	2661057	60.5	346	GCA_036817205.1
Bacteria	Pseudomonadati	Myxococcota	Myxococcia				Deltaproteobacteria bacterium	AMR_MDS_3788	Deltaproteobacteria bacterium	SET_879	2	2026735	2.66106	2661057	60.5	346	GCA_035404725.1
Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae	UTI_PT6	Klebsiella pneumoniae	SET_883	2	573	6.47604	6476039	55.6	2523	GCA_017898235.1
Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae	UTI_PT3	Klebsiella pneumoniae	SET_883	2	573	6.47604	6476039	55.6	2523	GCA_018112045.1
Bacteria	Pseudomonadati	Thermodesulfobacteriota	Syntrophia	Syntrophales			Syntrophales bacterium	AMR_MDS_3306	Syntrophales bacterium	SET_885	2	2928017	2.1038	2103796	64.3	536	GCA_035399075.1
Bacteria	Pseudomonadati	Thermodesulfobacteriota	Syntrophia	Syntrophales			Syntrophales bacterium	CTOTU18271	Syntrophales bacterium	SET_885	2	2928017	2.1038	2103796	64.3	536	GCA_036725005.1
Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Shigella	Shigella flexneri	1568	Shigella flexneri	SET_886	2	623	5.13972	5139722	50.8	237	GCA_004569345.1
Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Shigella	Shigella flexneri	19428wH2_1568	Shigella flexneri	SET_886	2	623	5.13972	5139722	50.8	237	GCA_015234845.1
Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Candidatus Pelagibacterales	Candidatus Pelagibacteraceae		Pelagibacteraceae bacterium AG-325-J13	AG-325-J13	Pelagibacteraceae bacterium AG-325-J13	SET_887	2	2162028	0.921506	921506	29.6	16	GCA_003282835.1
Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Candidatus Pelagibacterales	Candidatus Pelagibacteraceae		uncultured Pelagibacteraceae bacterium	AG-325-J13	uncultured Pelagibacteraceae bacterium	SET_887	2	1667051	0.921506	921506	29.6	16	GCA_902516255.1
Bacteria		Candidatus Saccharimonadota					Candidatus Saccharimonadota bacterium	UMGS1848	Candidatus Saccharibacteria bacterium	SET_888	2	2026720	0.664737	664737	43.5	40	GCA_900555675.1
Bacteria		Candidatus Saccharimonadota					uncultured Candidatus Saccharibacteria bacterium	MGYG-HGUT-03008	uncultured Candidatus Saccharibacteria bacterium	SET_888	2	179883	0.664737	664737	43.5	40	GCA_902481525.1
Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae	SCPM-O-B-7848 (KPB463-13)	Klebsiella pneumoniae	SET_891	2	573	5.81138	5811379	56.9	245	GCA_008274195.1
Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae	SCPM-O-B-7848	Klebsiella pneumoniae	SET_891	2	573	5.81138	5811379	56.9	245	GCA_015645805.1
Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Roseomonadaceae	Roseococcus	Roseococcus sp. SDR	SDR	Roseococcus sp. SDR	SET_893	2	2835532	5.00816	5008159	70	62	GCA_018413585.1
Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Roseomonadaceae	Roseococcus	Roseococcus sp. SDR	SDR	Roseococcus sp. SDR	SET_893	2	2835532	5.00816	5008159	70	62	GCA_019083995.1
Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Morganellaceae	Providencia	Providencia stuartii	MGYG-HGUT-01307	Providencia stuartii	SET_894	2	588	4.61036	4610361	41.3	52	GCA_902373775.1
Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Morganellaceae	Providencia	Providencia stuartii	ATCC 25827	Providencia stuartii ATCC 25827	SET_894	2	471874	4.61036	4610361	41.3	52	GCA_000154865.1
Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales			uncultured Eubacteriales bacterium	extra-SRR7761330.17_1677801532	uncultured Eubacteriales bacterium	SET_895	2	172733	2.92369	2923687	58.4	338	GCA_949529305.1
Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales			uncultured Eubacteriales bacterium	extra-SRR7762556.17_1677801633	uncultured Eubacteriales bacterium	SET_895	2	172733	2.92369	2923687	58.4	338	GCA_949534045.1
Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides eggerthii	DFI.5.6A	Bacteroides eggerthii	SET_896	2	28111	4.68489	4684885	45	86	GCA_019041995.1
Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides eggerthii	DFI.5.6	Bacteroides eggerthii	SET_896	2	28111	4.68489	4684885	45	86	GCA_022355405.1
Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Aeromonas veronii	pamvotica	Aeromonas veronii	SET_898	2	654	4.91915	4919147	58.1	21	GCA_001921885.1
Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Aeromonas veronii	ena-yuan-GCF_001921885.1	Aeromonas veronii	SET_898	2	654	4.91915	4919147	58.1	21	GCA_963871415.1
Bacteria	Bacillati	Mycoplasmatota		Mycoplasmoidales	Mycoplasmoidaceae	Ureaplasma	uncultured Ureaplasma sp.	extra-SRR7761333.42_1677801573	uncultured Ureaplasma sp.	SET_900	2	293430	0.515422	515422	24.9	76	GCA_949523875.1
Bacteria	Bacillati	Mycoplasmatota		Mycoplasmoidales	Mycoplasmoidaceae	Ureaplasma	uncultured Ureaplasma sp.	extra-SRR7762559.42_1677802228	uncultured Ureaplasma sp.	SET_900	2	293430	0.515422	515422	24.9	76	GCA_949538175.1
Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium sp. AF23-6LB	AF23-6LB	Clostridium sp. AF23-6LB	SET_901	2	2293005	2.88915	2889150	41.5	7	GCA_003461085.1
Bacteria	Bacillati	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae		Lachnospiraceae bacterium	MGYG-HGUT-00189	Lachnospiraceae bacterium	SET_901	2	1898203	2.88915	2889150	41.5	7	GCA_902364185.1
Bacteria	Pseudomonadati	Spirochaetota					Spirochaetota bacterium	AMR_MDS_3310	Spirochaetota bacterium	SET_902	2	2202144	4.03334	4033341	55.9	372	GCA_035399005.1
Bacteria	Pseudomonadati	Spirochaetota					Spirochaetota bacterium	CTOTU18275	Spirochaetota bacterium	SET_902	2	2202144	4.03334	4033341	55.9	372	GCA_036781895.1
Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium phoceensis	GD3	Clostridium phoceensis	SET_905	2	1650661	3.45378	3453778	59.3	10	GCA_001244495.1
Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium phoceensis	MGYG-HGUT-01500	Clostridium phoceensis	SET_905	2	1650661	3.45378	3453778	59.3	10	GCA_902375485.1
Archaea	Methanobacteriati	Methanobacteriota	Candidatus Methanofastidiosia				Candidatus Methanofastidiosia archaeon	AMR_MDS_3790	Candidatus Methanofastidiosia archaeon	SET_909	2	2099674	1.6575	1657498	49.7	64	GCA_035404685.1
Archaea	Methanobacteriati	Methanobacteriota	Halobacteria				Halobacteria archaeon	CTOTU18755	Halobacteria archaeon	SET_909	2	2670410	1.6575	1657498	49.7	64	GCA_036733165.1
Bacteria	Pseudomonadati	Candidatus Fermentibacterota				Candidatus Sabulitectum	Candidatus Sabulitectum sp.	AMR_MDS_3783	Candidatus Sabulitectum sp.	SET_911	2	2822438	2.53161	2531608	58.2	113	GCA_035404805.1
Bacteria	Pseudomonadati	Candidatus Fermentibacterota				Candidatus Sabulitectum	Candidatus Sabulitectum sp.	CTOTU18748	Candidatus Sabulitectum sp.	SET_911	2	2822438	2.53161	2531608	58.2	113	GCA_036743055.1
Bacteria	Thermotogati	Thermotogota	Thermotogae	Thermotogales	Fervidobacteriaceae		Fervidobacteriaceae bacterium	CTOTU38592	Fervidobacteriaceae bacterium	SET_913	2	2952961	1.71053	1710528	39.8	132	GCA_036779295.1
Bacteria	Thermotogati	Thermotogota	Thermotogae	Thermotogales	Fervidobacteriaceae	Fervidobacterium	Fervidobacterium sp.	AMR_MDS_5426	Fervidobacterium sp.	SET_913	2	1871331	1.71053	1710528	39.8	132	GCA_035520515.1
Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio gallaecicus	DSM 23502	Vibrio gallaecicus	SET_915	2	552386	4.99922	4999218	41.2	62	GCA_005281825.1
Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio gallaecicus	VB 8.9	Vibrio gallaecicus	SET_915	2	552386	4.99922	4999218	41.2	62	GCA_013416885.1
Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Bacillaceae	Massilibacterium	Massilibacterium senegalense	mt8	Massilibacterium senegalense	SET_917	2	1632858	2.84941	2849407	35.7	10	GCA_001375675.1
Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Bacillaceae	Massilibacterium	Massilibacterium senegalense	MGYG-HGUT-01511	Massilibacterium senegalense	SET_917	2	1632858	2.84941	2849407	35.7	10	GCA_902375685.1
Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus massilionigeriensis	Marseille-P2348T	Bacillus massilionigeriensis	SET_918	2	1805475	4.21692	4216923	36.7	13	GCA_900117315.1
Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus massilionigeriensis	MGYG-HGUT-02404	Bacillus massilionigeriensis	SET_918	2	1805475	4.21692	4216923	36.7	13	GCA_902386855.1
Bacteria	Pseudomonadati	Campylobacterota	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacter concisus	Lasto205.94	Campylobacter concisus	SET_920	2	199	1.89155	1891545	37.6	39	GCA_002165895.1
Bacteria	Pseudomonadati	Campylobacterota	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacter concisus	MGYG-HGUT-02430	Campylobacter concisus	SET_920	2	199	1.89155	1891545	37.6	39	GCA_902387015.1
Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae	ST405-OXA48	Klebsiella pneumoniae	SET_923	2	573	5.77366	5773661	57	245	GCA_009746435.1
Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae	A03/05	Klebsiella pneumoniae	SET_923	2	573	5.77366	5773661	57	245	GCA_013187415.1
Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae		Rikenellaceae bacterium	MGYG-HGUT-01546	Rikenellaceae bacterium	SET_924	2	2049048	3.8052	3805205	58.3	5	GCA_902376055.1
Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes provencensis	Marseille-P2431T	Alistipes provencensis	SET_924	2	1816676	3.8052	3805205	58.3	5	GCA_900083545.1
Bacteria	Bacillati	Actinomycetota	Actinomycetes	Micrococcales	Micrococcaceae	Arthrobacter	Arthrobacter sp. BB-1	BB-1	Arthrobacter sp. BB-1	SET_927	2	2584926	4.54292	4542919	65.6	56	GCA_006151685.1
Bacteria	Bacillati	Actinomycetota	Actinomycetes	Micrococcales	Micrococcaceae	Arthrobacter	Arthrobacter sp. DR-2P	RSAGOLDDR	Arthrobacter sp. DR-2P	SET_927	2	2507588	4.54292	4542919	65.6	56	GCA_901007635.1
Bacteria	Pseudomonadati	Thermodesulfobacteriota	Desulfobacteria	Desulfobacterales	Desulfobacteraceae		Desulfobacteraceae bacterium	Bin1	Desulfobacteraceae bacterium	SET_929	2	2049433	5.09309	5093090	44	70	GCA_014237275.1
Bacteria	Pseudomonadati	Thermodesulfobacteriota	Desulfobacteria	Desulfobacterales	Desulfobacteraceae		Desulfobacteraceae bacterium	Grevelingen_8MPa_metabat2.60	Desulfobacteraceae bacterium	SET_929	2	2049433	5.09309	5093090	44	70	GCA_014237465.1
Bacteria	Bacillati	Cyanobacteriota	Cyanophyceae	Synechococcales	Merismopediaceae	Synechocystis	Synechocystis sp. PCC 6803	PCC 6803	Synechocystis sp. PCC 6803	SET_932	2	1148	3.91569	3915690	47.5	108	GCA_011392055.1
Bacteria	Bacillati	Cyanobacteriota	Cyanophyceae	Synechococcales	Merismopediaceae	Synechocystis	Synechocystis sp. PCC 6803	PCC 6803	Synechocystis sp. PCC 6803	SET_932	2	1148	3.91569	3915690	47.5	108	GCA_026127295.1
Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Eubacteriaceae	Eubacterium	uncultured Eubacterium sp.	UMGS458	uncultured Eubacterium sp.	SET_933	2	165185	1.74936	1749361	43.1	181	GCA_900542385.1
Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Eubacteriaceae	Eubacterium	uncultured Eubacterium sp.	MGYG-HGUT-02975	uncultured Eubacterium sp.	SET_933	2	165185	1.74936	1749361	43.1	181	GCA_902481295.1
Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Morganellaceae	Xenorhabdus	Xenorhabdus bovienii	puntauvense	Xenorhabdus bovienii str. puntauvense	SET_936	2	1398201	4.4516	4451605	44.3	261	GCA_000736635.1
Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Morganellaceae	Xenorhabdus	Xenorhabdus bovienii	puntauvense	Xenorhabdus bovienii str. puntauvense	SET_936	2	1398201	4.4516	4451605	44.3	261	GCA_963864335.1
Bacteria	Bacillati	Actinomycetota	Actinomycetes	Mycobacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium intestinale	B5-R-101	Corynebacterium intestinale	SET_937	2	2943492	2.64496	2644957	60.9	20	GCA_023574125.1
Bacteria	Bacillati	Actinomycetota	Actinomycetes	Mycobacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium intestinale	B5-R-101	Corynebacterium intestinale	SET_937	2	2943492	2.64496	2644957	60.9	20	GCA_024160125.1
Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus yapensis	XXST-01	Bacillus yapensis	SET_939	2	2492960	4.60813	4608128	38.2	49	GCA_003966255.1
Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus yapensis	XXST-01	Bacillus yapensis	SET_939	2	2492960	4.60813	4608128	38.2	49	GCA_005280205.1
Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Ruminococcus	uncultured Ruminococcus sp.	UMGS176	uncultured Ruminococcus sp.	SET_942	2	165186	1.98953	1989530	37.2	45	GCA_900539835.1
Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Ruminococcus	uncultured Ruminococcus sp.	MGYG-HGUT-02880	uncultured Ruminococcus sp.	SET_942	2	165186	1.98953	1989530	37.2	45	GCA_902480365.1
Bacteria	Bacillati	Cyanobacteriota	Cyanophyceae	Chroococcales	Geminocystaceae	Picosynechococcus	Picosynechococcus sp. NKBG042902	NKBG042902	Picosynechococcus sp. NKBG042902	SET_945	2	490193	3.31948	3319479	49.4	77	GCA_000715475.1
Bacteria	Bacillati	Cyanobacteriota	Cyanophyceae	Chroococcales	Geminocystaceae	Picosynechococcus	Picosynechococcus sp. NKBG042902	ena-yuan-GCF_000715475.1	Picosynechococcus sp. NKBG042902	SET_945	2	490193	3.31948	3319479	49.4	77	GCA_963864045.1
Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus faecium	CLSO-2	Enterococcus faecium	SET_947	2	1352	2.59903	2599029	38	76	GCA_030179395.1
Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus faecium	YCDU-3	Enterococcus faecium	SET_947	2	1352	2.59903	2599029	38	76	GCA_030179455.1
Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Morganellaceae	Proteus	Proteus sp. G2638	G2638	Proteus sp. G2638	SET_949	2	2698847	3.86578	3865785	38.7	42	GCA_009915825.1
Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Morganellaceae	Proteus	Proteus sp. G2638	ena-yuan-GCF_009915825.1	Proteus sp. G2638	SET_949	2	2698847	3.86578	3865785	38.7	42	GCA_963895805.1
Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae		Bacteroidaceae bacterium	HGM04785	Bacteroidaceae bacterium	SET_950	2	2212467	3.49583	3495834	42.6	323	GCA_900765575.1
Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	uncultured Bacteroides sp.	MGYG-HGUT-03349	uncultured Bacteroides sp.	SET_950	2	162156	3.49583	3495834	42.6	323	GCA_902484985.1
Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Hyphomonadales	Hyphomonadaceae		Hyphomonadaceae bacterium	AMR_MDS_3591	Hyphomonadaceae bacterium	SET_951	2	2026748	3.68631	3686314	62.7	203	GCA_035393465.1
Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Hyphomonadales	Hyphomonadaceae		Hyphomonadaceae bacterium	CTOTU18556	Hyphomonadaceae bacterium	SET_951	2	2026748	3.68631	3686314	62.7	203	GCA_036733305.1
Bacteria	Bacillati	Actinomycetota	Actinomycetes	Mycobacteriales	Lawsonellaceae	Lawsonella	uncultured Lawsonella sp.	SRR5240741_bin.5_metaWRAP_v1.3_MAG	uncultured Lawsonella sp.	SET_952	2	1847727	1.94954	1949542	58.7	24	GCA_945827715.1
Bacteria	Bacillati	Actinomycetota	Actinomycetes	Mycobacteriales	Lawsonellaceae	Lawsonella	uncultured Lawsonella sp.	ERR1855540_bin.15_metaWRAP_v1.3_MAG	uncultured Lawsonella sp.	SET_952	2	1847727	1.94954	1949542	58.7	24	GCA_945869155.1
Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia sp. E4385	E4385	Escherichia sp. E4385	SET_953	2	2040639	4.89928	4899277	50.6	42	GCA_005781255.1
Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia sp. E4385	ena-yuan-GCF_005781255.1	Escherichia sp. E4385	SET_953	2	2040639	4.89928	4899277	50.6	42	GCA_963883145.1
Bacteria	Pseudomonadati	Thermodesulfobacteriota	Desulfobacteria	Desulfobacterales	Desulfobacteraceae		Desulfobacteraceae bacterium	Bin5	Desulfobacteraceae bacterium	SET_954	2	2049433	3.48987	3489866	39.9	382	GCA_014237195.1
Bacteria	Pseudomonadati	Thermodesulfobacteriota	Desulfobacteria	Desulfobacterales	Desulfobacteraceae		Desulfobacteraceae bacterium	Grevelingen_8MPaII_metabat2.79	Desulfobacteraceae bacterium	SET_954	2	2049433	3.48987	3489866	39.9	382	GCA_014237365.1
Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Pantoea	uncultured Pantoea sp.	UMGS1895	uncultured Pantoea sp.	SET_955	2	218084	2.46695	2466950	55.2	591	GCA_900556005.1
Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Pantoea	uncultured Pantoea sp.	MGYG-HGUT-03127	uncultured Pantoea sp.	SET_955	2	218084	2.46695	2466950	55.2	591	GCA_902482755.1
Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter baumannii	AB-HZ-B05	Acinetobacter baumannii	SET_956	2	470	3.88277	3882765	38.9	52	GCA_006366575.1
Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter baumannii	18190	Acinetobacter baumannii	SET_956	2	470	3.88277	3882765	38.9	52	GCA_026805185.1
Bacteria	Fusobacteriati	Fusobacteriota	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	uncultured Fusobacterium sp.	UMGS539	uncultured Fusobacterium sp.	SET_958	2	159267	2.2948	2294801	29.7	226	GCA_900543175.1
Bacteria	Fusobacteriati	Fusobacteriota	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	uncultured Fusobacterium sp.	MGYG-HGUT-03056	uncultured Fusobacterium sp.	SET_958	2	159267	2.2948	2294801	29.7	226	GCA_902482085.1
Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	WUSS424	Streptococcus suis	SET_959	2	1307	2.21703	2217029	43.2	7	GCA_004922885.1
Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	SS424	Streptococcus suis	SET_959	2	1307	2.21703	2217029	43.2	7	GCA_016905275.1
Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Aeromonas caviae	GEO_48_Eff_A	Aeromonas caviae	SET_960	2	648	4.52819	4528189	61.7	253	GCA_004024495.1
Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Aeromonas caviae	ena-yuan-GCF_004024495.1	Aeromonas caviae	SET_960	2	648	4.52819	4528189	61.7	253	GCA_963882215.1
Bacteria	Pseudomonadati	Nitrospirota					Nitrospirota bacterium	WY4.bin81	Nitrospirota bacterium	SET_962	2	2026887	2.90676	2906763	53	56	GCA_021813405.1
Bacteria	Bacillati	Actinomycetota					Actinomycetota bacterium	WUH.bin1	Actinomycetota bacterium	SET_962	2	2900548	2.90676	2906763	53	56	GCA_028065145.1
Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Oceanospirillales		Pelagibaculum	Pelagibaculum spongiae	Hp12	Pelagibaculum spongiae	SET_963	2	2080658	4.98572	4985720	43	21	GCA_003097315.1
Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Oceanospirillales		Pelagibaculum	Pelagibaculum spongiae	ena-yuan-GCF_003097315.1	Pelagibaculum spongiae	SET_963	2	2080658	4.98572	4985720	43	21	GCA_963878705.1
Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Porphyromonadaceae		Porphyromonadaceae bacterium UBA7145	extra-SRR7761331.3_1677801537	Porphyromonadaceae bacterium UBA7145	SET_964	2	1952649	1.9835	1983503	53	97	GCA_949544275.1
Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Porphyromonadaceae		Porphyromonadaceae bacterium UBA7145	extra-SRR7762553.3_1677801605	Porphyromonadaceae bacterium UBA7145	SET_964	2	1952649	1.9835	1983503	53	97	GCA_949548045.1
Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Eubacteriaceae	Eubacterium	Eubacterium ramulus	ATCC 29099	Eubacterium ramulus ATCC 29099	SET_967	2	1256908	3.44714	3447136	42.6	123	GCA_000469345.1
Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Eubacteriaceae	Eubacterium	Eubacterium ramulus	MGYG-HGUT-01456	Eubacterium ramulus	SET_967	2	39490	3.44714	3447136	42.6	123	GCA_902375155.1
Bacteria		Candidatus Macinerneyibacteriota	Candidatus Mcinerneyibacteria	Candidatus Mcinerneyibacteriales			Candidatus Mcinerneyibacteriales bacterium	AMR_MDS_3767	Candidatus Mcinerneyibacteriales bacterium	SET_968	2	2952940	1.68264	1682640	51	349	GCA_035405145.1
Bacteria		Candidatus Macinerneyibacteriota	Candidatus Mcinerneyibacteria	Candidatus Mcinerneyibacteriales			Candidatus Mcinerneyibacteriales bacterium	CTOTU18732	Candidatus Mcinerneyibacteriales bacterium	SET_968	2	2952940	1.68264	1682640	51	349	GCA_036842485.1
Bacteria	Bacillati	Bacillota	Erysipelotrichia	Erysipelotrichales	Coprobacillaceae	Catenibacterium	uncultured Catenibacterium sp.	HGM09796	uncultured Catenibacterium sp.	SET_969	2	286142	2.06042	2060420	34.2	79	GCA_900771485.1
Bacteria	Bacillati	Bacillota	Erysipelotrichia	Erysipelotrichales	Coprobacillaceae	Catenibacterium	uncultured Catenibacterium sp.	MGYG-HGUT-03653	uncultured Catenibacterium sp.	SET_969	2	286142	2.06042	2060420	34.2	79	GCA_902488025.1
Bacteria	Pseudomonadati	Bacteroidota	Chitinophagia	Chitinophagales	Chitinophagaceae		Chitinophagaceae bacterium	AMR_MDS_3616	Chitinophagaceae bacterium	SET_970	2	1869212	3.29954	3299543	46	459	GCA_035400125.1
Bacteria	Pseudomonadati	Bacteroidota	Chitinophagia	Chitinophagales	Chitinophagaceae		Chitinophagaceae bacterium	CTOTU18581	Chitinophagaceae bacterium	SET_970	2	1869212	3.29954	3299543	46	459	GCA_036743215.1
Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas aeruginosa	KCJ3K42	Pseudomonas aeruginosa	SET_971	2	287	6.39209	6392094	66.4	205	GCA_008802495.1
Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas aeruginosa	KCJ3K42	Pseudomonas aeruginosa	SET_971	2	287	6.39209	6392094	66.4	205	GCA_026127155.1
Bacteria	Bacillati	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae		Mycobacteriaceae bacterium	CTOTU38566	Mycobacteriaceae bacterium	SET_972	2	2448780	3.74955	3749546	67.6	159	GCA_036800145.1
Bacteria	Bacillati	Actinomycetota	Actinomycetes	Mycobacteriales	Gordoniaceae	Gordonia	Gordonia sp. (in: high G+C Gram-positive bacteria)	AMR_MDS_5400	Gordonia sp. (in: high G+C Gram-positive bacteria)	SET_972	2	84139	3.74955	3749546	67.6	159	GCA_035441825.1
Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Eubacteriaceae	Eubacterium	uncultured Eubacterium sp.	MGYG-HGUT-02807	uncultured Eubacterium sp.	SET_973	2	165185	1.76456	1764558	41.1	34	GCA_902479585.1
